GasPrice.1	GasPrice.2	GasPrice.3	ElePrice.1	ElePrice.2	ElePrice.3	VehPrice.1	VehPrice.2	VehPrice.3	mpg.1	mpg.2	mpg.3	mpg_unknown.1	mpg_unknown.2	mpg_unknown.3	mpg_known.1	mpg_known.2	mpg_known.3	range.1	range.2	range.3	size.1	size.2	size.3
3.95	3.95	0	0	0	5.74	2.6	2	2.8	0.3	0.6	1.25	0.3	0.6	1.25	0	0	0	0	0	1.25	1	1	0
5.19	5.19	0	0	0	5.53	1.8	2.1	2.8	0.44	0.56	1.18	0.44	0.56	1.18	0	0	0	0	0	1.15	1	0	0
4.09	4.09	0	0	0	4.44	1.8	2.4	2.4	0.4	0.56	1.28	0.4	0.56	1.28	0	0	0	0	0	1.4	1	0	1
4.96	4.96	0	0	0	5.02	1.3	2.8	1.8	0.36	0.58	1.22	0.36	0.58	1.22	0	0	0	0	0	1.2	0	1	0
4.64	4.64	0	0	0	5.02	2.5	1.8	2	0.4	0.56	1.18	0	0	0	0.4	0.56	1.18	0	0	1.05	0	0	1
5	5	0	0	0	5.38	2.6	2.4	2.8	0.36	0.52	1.18	0	0	0	0.36	0.52	1.18	0	0	0.9	1	0	0
4.18	4.18	0	0	0	6.06	1.6	2	3.2	0.4	0.57	1.28	0	0	0	0.4	0.57	1.28	0	0	1.2	0	1	1
5.7	5.7	0	0	0	5.7	1.8	2.8	2.8	0.36	0.52	1.28	0.36	0.52	1.28	0	0	0	0	0	1.05	1	0	1
4.37	4.37	0	0	0	4.84	3	2.8	1.8	0.28	0.53	1.42	0	0	0	0.28	0.53	1.42	0	0	1.05	1	1	0
4.8	4.8	0	0	0	5.12	2.5	3.2	2.4	0.36	0.52	1.28	0.36	0.52	1.28	0	0	0	0	0	0.9	0	1	0
5.29	5.29	0	0	0	5.42	2.5	3.2	2.8	0.36	0.52	1.08	0.36	0.52	1.08	0	0	0	0	0	0.9	0	1	1
4.29	4.29	0	0	0	5.44	2	5	1.8	0.41	0.27	1.12	0	0	0	0.41	0.27	1.12	0	0	1.05	0	2	0
4.99	4.99	0	0	0	5.82	5	2	2.4	0.26	0.58	0.92	0	0	0	0.26	0.58	0.92	0	0	0.95	2	1	1
4.51	4.51	0	0	0	5.89	1.8	2	2	0.3	0.45	0.95	0	0	0	0.3	0.45	0.95	0	0	0.85	1	1	1
4.59	4.59	0	0	0	5.44	1.8	2.4	2.4	0.4	0.56	1.28	0.4	0.56	1.28	0	0	0	0	0	1.4	1	0	1
4.28	4.28	0	0	0	4.91	1.3	2.4	2.8	0.36	0.62	1.18	0.36	0.62	1.18	0	0	0	0	0	1.2	0	1	1
5.59	5.59	0	0	0	5.58	1.8	3.5	2.4	0.32	0.36	1.38	0	0	0	0.32	0.36	1.38	0	0	1.15	1	2	0
5.92	5.92	0	0	0	4.43	1.3	3.2	2.8	0.45	0.57	1.28	0	0	0	0.45	0.57	1.28	0	0	1	0	1	0
5.44	5.44	0	0	0	5.34	2.6	2.8	2.1	0.36	0.64	1.38	0	0	0	0.36	0.64	1.38	0	0	1.15	1	0	0
5.06	5.06	0	0	0	4.61	3	5	3.2	0.44	0.36	1.28	0	0	0	0.44	0.36	1.28	0	0	0.9	1	2	1
4.88	4.88	0	0	0	5.31	2.6	3.2	2	0.4	0.52	0.98	0.4	0.52	0.98	0	0	0	0	0	1.2	1	1	1
5.51	5.51	0	0	0	5.37	2.5	5	3.2	0.5	0.36	1.28	0	0	0	0.5	0.36	1.28	0	0	0.9	0	2	1
4.24	4.24	0	0	0	5.53	2.8	3.2	2.8	0.24	0.47	1.28	0	0	0	0.24	0.47	1.28	0	0	1.05	2	1	1
4.57	4.57	0	0	0	5.91	1.8	2.4	1.8	0.36	0.64	1.28	0	0	0	0.36	0.64	1.28	0	0	1.3	1	0	0
4.14	4.14	0	0	0	4.51	1.3	5	2.8	0.36	0.24	1.22	0.36	0.24	1.22	0	0	0	0	0	0.95	0	2	1
5.43	5.43	0	0	0	5.19	3	3.5	2.8	0.36	0.33	0.98	0	0	0	0.36	0.33	0.98	0	0	1.4	1	2	1
4.87	4.87	0	0	0	5.27	2.6	1.8	2.4	0.4	0.52	1.42	0.4	0.52	1.42	0	0	0	0	0	1.2	1	0	0
4.46	4.46	0	0	0	5.48	2.8	2.4	2.8	0.32	0.52	1.18	0	0	0	0.32	0.52	1.18	0	0	1.15	2	1	0
4.55	4.55	0	0	0	4.32	4.3	3.2	2.4	0.22	0.58	1.12	0	0	0	0.22	0.58	1.12	0	0	1.1	2	1	1
3.8	3.8	0	0	0	5.74	3.5	2.4	3.2	0.19	0.54	1.15	0	0	0	0.19	0.54	1.15	0	0	1	2	0	1
5.27	5.27	0	0	0	5.84	2.2	2	2.8	0.4	0.47	1.08	0.4	0.47	1.08	0	0	0	0	0	1.2	1	1	1
5.5	5.5	0	0	0	5.55	2.6	2.8	2.4	0.44	0.29	1.48	0	0	0	0.44	0.29	1.48	0	0	1.3	1	2	0
4.32	4.32	0	0	0	4.66	2.2	2.8	3.2	0.32	0.52	1.18	0	0	0	0.32	0.52	1.18	0	0	1.05	1	1	1
4.83	4.83	0	0	0	4.84	3	1.8	1.8	0.36	0.56	1.38	0	0	0	0.36	0.56	1.38	0	0	1	1	0	0
3.38	3.38	0	0	0	4.98	2.5	2.1	2.4	0.38	0.58	1.15	0	0	0	0.38	0.58	1.15	0	0	1.25	0	0	0
5.3	5.3	0	0	0	5.2	4.3	5	1.8	0.28	0.29	1.18	0.28	0.29	1.18	0	0	0	0	0	1.15	2	2	0
4.26	4.26	0	0	0	4.91	4.3	4.3	2.8	0.28	0.33	1.18	0.28	0.33	1.18	0	0	0	0	0	0.9	2	2	1
5.51	5.51	0	0	0	4.76	1.8	2.8	2	0.32	0.26	0.98	0	0	0	0.32	0.26	0.98	0	0	0.9	1	2	1
4.53	4.53	0	0	0	5.14	2.6	2.8	2.1	0.34	0.62	1.35	0.34	0.62	1.35	0	0	0	0	0	1.1	1	0	0
5.13	5.13	0	0	0	4.57	1.6	2	2.8	0.45	0.47	1.08	0	0	0	0.45	0.47	1.08	0	0	1.2	0	1	1
4.95	4.95	0	0	0	6.03	2.6	2.1	2	0.44	0.6	1.08	0	0	0	0.44	0.6	1.08	0	0	1.05	1	0	1
4.86	4.86	0	0	0	5.65	2.2	3.5	1.8	0.4	0.36	1.48	0	0	0	0.4	0.36	1.48	0	0	0.9	1	2	0
4.93	4.93	0	0	0	5.15	4.3	2.8	3.2	0.2	0.36	1.08	0	0	0	0.2	0.36	1.08	0	0	1.4	2	2	1
4.93	4.93	0	0	0	6.01	2.2	3.2	2.1	0.32	0.57	1.18	0	0	0	0.32	0.57	1.18	0	0	1.3	1	1	0
5.02	5.02	0	0	0	5.97	2.6	3.2	2.4	0.36	0.62	1.18	0	0	0	0.36	0.62	1.18	0	0	1.2	1	1	1
4.93	4.93	0	0	0	5.68	2.6	2	2.4	0.44	0.52	1.48	0.44	0.52	1.48	0	0	0	0	0	1.3	1	1	0
5.5	5.5	0	0	0	5.74	3.5	2.8	2.4	0.28	0.26	1.28	0.28	0.26	1.28	0	0	0	0	0	1.15	2	2	0
3.74	3.74	0	0	0	4.71	4.3	2.8	2.1	0.24	0.64	1.38	0.24	0.64	1.38	0	0	0	0	0	1.15	2	0	0
4.75	4.75	0	0	0	6.08	2.6	4.3	3.2	0.36	0.26	0.98	0	0	0	0.36	0.26	0.98	0	0	0.9	1	2	1
5.58	5.58	0	0	0	4.73	2.6	2.4	1.8	0.44	0.57	1.28	0	0	0	0.44	0.57	1.28	0	0	1	1	1	0
4.47	4.47	0	0	0	5.56	2.6	2.4	3.2	0.36	0.52	0.98	0	0	0	0.36	0.52	0.98	0	0	0.9	1	0	1
5.58	5.58	0	0	0	5.18	3	4.3	2.4	0.44	0.26	1.08	0.44	0.26	1.08	0	0	0	0	0	1.2	1	2	1
4.27	4.27	0	0	0	5.44	1.6	2.1	1.8	0.45	0.64	1.48	0.45	0.64	1.48	0	0	0	0	0	0.9	0	0	0
5.04	5.04	0	0	0	5.1	2.6	3.5	2.4	0.3	0.25	1.25	0.3	0.25	1.25	0	0	0	0	0	1	1	2	1
4.34	4.34	0	0	0	4.7	1.6	2.8	2.4	0.36	0.6	0.98	0	0	0	0.36	0.6	0.98	0	0	1.4	0	0	1
5.52	5.52	0	0	0	4.71	2.2	2.4	2.4	0.44	0.64	1.18	0	0	0	0.44	0.64	1.18	0	0	1	1	0	0
4.15	4.15	0	0	0	6.09	2	2.8	2.8	0.36	0.36	1.28	0.36	0.36	1.28	0	0	0	0	0	1.3	0	2	0
3.75	3.75	0	0	0	5.29	3	2	2.4	0.36	0.58	0.92	0.36	0.58	0.92	0	0	0	0	0	0.95	1	1	1
3.51	3.51	0	0	0	5.16	2	1.8	2.8	0.46	0.52	1.22	0	0	0	0.46	0.52	1.22	0	0	1.3	0	0	1
4.9	4.9	0	0	0	5.38	2.8	2.8	2	0.24	0.62	1.08	0	0	0	0.24	0.62	1.08	0	0	1.4	2	1	1
4.74	4.74	0	0	0	5.63	3.5	1.8	2.4	0.28	0.52	1.28	0	0	0	0.28	0.52	1.28	0	0	1.15	2	0	0
4.26	4.26	0	0	0	4.85	2.2	2.8	2.4	0.44	0.62	1.18	0	0	0	0.44	0.62	1.18	0	0	1	1	1	0
3.94	3.94	0	0	0	4.7	2.2	3.2	2.1	0.32	0.57	1.18	0.32	0.57	1.18	0	0	0	0	0	1.3	1	1	0
5.86	5.86	0	0	0	4.73	2.2	1.8	3.2	0.36	0.6	1.28	0	0	0	0.36	0.6	1.28	0	0	1.2	1	0	1
5.48	5.48	0	0	0	4.58	1.8	2.8	2	0.36	0.62	1.08	0	0	0	0.36	0.62	1.08	0	0	1.4	1	1	1
5.36	5.36	0	0	0	4.52	2	5	2.4	0.4	0.36	1.18	0	0	0	0.4	0.36	1.18	0	0	1.2	0	2	1
5.4	5.4	0	0	0	5.52	2.5	3.5	2.8	0.4	0.33	0.98	0	0	0	0.4	0.33	0.98	0	0	1.4	0	2	1
3.25	3.25	0	0	0	5.13	3.5	2	2.8	0.26	0.43	1.02	0.26	0.43	1.02	0	0	0	0	0	1.1	2	1	1
5.24	5.24	0	0	0	5.8	4.3	2.8	3.2	0.24	0.47	0.98	0	0	0	0.24	0.47	0.98	0	0	0.9	2	1	1
4.65	4.65	0	0	0	6.06	2	3.2	2.1	0.4	0.62	1.38	0	0	0	0.4	0.62	1.38	0	0	1.15	0	1	0
4.12	4.12	0	0	0	5.14	3.5	2.4	2.1	0.24	0.52	1.28	0	0	0	0.24	0.52	1.28	0	0	0.9	2	1	0
4.5	4.5	0	0	0	5.23	5	3.5	2.8	0.24	0.33	0.98	0	0	0	0.24	0.33	0.98	0	0	1.4	2	2	1
5.61	5.61	0	0	0	4.78	2.2	2	2.8	0.4	0.47	1.08	0.4	0.47	1.08	0	0	0	0	0	1.2	1	1	1
4.51	4.51	0	0	0	5.09	3	3.2	2.8	0.44	0.62	1.48	0	0	0	0.44	0.62	1.48	0	0	0.9	1	1	0
4.88	4.88	0	0	0	5.05	3	3.5	3.2	0.36	0.24	1.12	0	0	0	0.36	0.24	1.12	0	0	1.3	1	2	1
3.89	3.89	0	0	0	4.44	2.6	2.1	2.4	0.28	0.48	1.22	0.28	0.48	1.22	0	0	0	0	0	0.95	1	0	1
5.3	5.3	0	0	0	4.71	2.2	2.4	2	0.4	0.62	1.28	0	0	0	0.4	0.62	1.28	0	0	0.9	1	1	1
5.24	5.24	0	0	0	4.79	1.6	2.8	2	0.5	0.52	1.18	0.5	0.52	1.18	0	0	0	0	0	1.4	0	0	1
4.62	4.62	0	0	0	5.02	1.6	2.1	1.8	0.45	0.64	1.48	0	0	0	0.45	0.64	1.48	0	0	0.9	0	0	0
4.33	4.33	0	0	0	5.44	5	2.8	1.8	0.18	0.53	1.42	0	0	0	0.18	0.53	1.42	0	0	1.05	2	1	0
4.85	4.85	0	0	0	5.32	1.8	2	2.1	0.44	0.57	1.38	0.44	0.57	1.38	0	0	0	0	0	0.9	1	1	0
4.64	4.64	0	0	0	5.68	2.2	2.1	2.4	0.36	0.56	1.08	0.36	0.56	1.08	0	0	0	0	0	0.9	1	0	1
3.93	3.93	0	0	0	5.28	2.8	4.3	1.8	0.23	0.35	1.25	0.23	0.35	1.25	0	0	0	0	0	1.25	2	2	0
5.57	5.57	0	0	0	5.09	1.8	2.8	2.8	0.4	0.6	1.28	0	0	0	0.4	0.6	1.28	0	0	1	1	0	0
4.21	4.21	0	0	0	5.43	2.2	5	2.1	0.32	0.33	1.18	0	0	0	0.32	0.33	1.18	0	0	1.3	1	2	0
4.49	4.49	0	0	0	4.55	2.2	2.4	2.1	0.36	0.52	1.28	0	0	0	0.36	0.52	1.28	0	0	0.9	1	1	0
5.5	5.5	0	0	0	5.83	2.6	2.8	2.8	0.4	0.57	1.18	0.4	0.57	1.18	0	0	0	0	0	0.9	1	1	1
3.61	3.61	0	0	0	5.1	1.8	2.8	2.4	0.4	0.52	1.28	0.4	0.52	1.28	0	0	0	0	0	1.4	1	1	1
4.82	4.82	0	0	0	5.32	2.8	2.8	2	0.24	0.62	1.08	0.24	0.62	1.08	0	0	0	0	0	1.4	2	1	1
5.14	5.14	0	0	0	5.67	1.3	2	2	0.34	0.45	0.95	0	0	0	0.34	0.45	0.95	0	0	0.85	0	1	1
4.57	4.57	0	0	0	5.72	3.5	5	2.1	0.18	0.31	1.12	0	0	0	0.18	0.31	1.12	0	0	1.2	2	2	0
4.87	4.87	0	0	0	4.59	4.3	3.5	2.1	0.2	0.26	1.48	0.2	0.26	1.48	0	0	0	0	0	1	2	2	0
5.73	5.73	0	0	0	5.09	2.5	2.8	2	0.4	0.29	1.18	0.4	0.29	1.18	0	0	0	0	0	1.05	0	2	1
5.09	5.09	0	0	0	5.06	5	1.8	2.4	0.26	0.6	0.92	0	0	0	0.26	0.6	0.92	0	0	0.95	2	0	1
5.55	5.55	0	0	0	4.88	3	2.4	2.1	0.44	0.52	1.28	0.44	0.52	1.28	0	0	0	0	0	1.15	1	0	0
3.38	3.38	0	0	0	5.17	1.6	2	3.2	0.4	0.57	1.28	0	0	0	0.4	0.57	1.28	0	0	1.2	0	1	1
4	4	0	0	0	5.68	3	2.4	2.8	0.36	0.43	1.32	0	0	0	0.36	0.43	1.32	0	0	1.2	1	1	0
5.19	5.19	0	0	0	4.96	1.8	5	2.4	0.36	0.26	1.48	0	0	0	0.36	0.26	1.48	0	0	1	1	2	0
5.12	5.12	0	0	0	4.72	2	2	2.4	0.5	0.52	1.48	0	0	0	0.5	0.52	1.48	0	0	1.3	0	1	0
4.17	4.17	0	0	0	4.62	2	2.4	2.4	0.36	0.47	1.28	0.36	0.47	1.28	0	0	0	0	0	1.05	0	1	1
4.96	4.96	0	0	0	4.93	1.8	2.1	2.4	0.28	0.6	1.32	0	0	0	0.28	0.6	1.32	0	0	1.05	1	0	0
4.53	4.53	0	0	0	4.93	2.6	4.3	2.4	0.4	0.33	1.38	0.4	0.33	1.38	0	0	0	0	0	0.9	1	2	0
4.17	4.17	0	0	0	4.85	2.6	2.8	2.8	0.4	0.57	1.18	0	0	0	0.4	0.57	1.18	0	0	0.9	1	1	1
5.97	5.97	0	0	0	5.07	1.8	2.4	2	0.36	0.64	1.08	0.36	0.64	1.08	0	0	0	0	0	1.4	1	0	1
4.99	4.99	0	0	0	5.61	2.5	2.8	2.4	0.36	0.56	1.28	0	0	0	0.36	0.56	1.28	0	0	0.9	0	0	0
3.94	3.94	0	0	0	4.59	1.3	1.8	2.4	0.5	0.6	1.18	0.5	0.6	1.18	0	0	0	0	0	0.9	0	0	1
4.56	4.56	0	0	0	5.79	2.2	2.4	2.8	0.3	0.54	1.35	0	0	0	0.3	0.54	1.35	0	0	0.95	1	0	0
6.07	6.07	0	0	0	5.09	3	4.3	2	0.32	0.33	1.28	0.32	0.33	1.28	0	0	0	0	0	1.2	1	2	1
5.21	5.21	0	0	0	5.14	2.6	2.4	2.4	0.32	0.47	1.28	0	0	0	0.32	0.47	1.28	0	0	1.05	1	1	1
3.39	3.39	0	0	0	5.44	1.3	2.8	2	0.36	0.58	1.02	0	0	0	0.36	0.58	1.02	0	0	1.3	0	1	1
5.17	5.17	0	0	0	5.57	3	4.3	2	0.32	0.33	1.28	0.32	0.33	1.28	0	0	0	0	0	1.2	1	2	1
4.51	4.51	0	0	0	4.8	1.8	2.1	2.8	0.32	0.64	1.18	0.32	0.64	1.18	0	0	0	0	0	1.2	1	0	1
4.87	4.87	0	0	0	5.21	1.8	2.1	2.8	0.32	0.64	1.18	0	0	0	0.32	0.64	1.18	0	0	1.2	1	0	1
5.66	5.66	0	0	0	5.82	1.6	2.4	2.1	0.4	0.52	1.28	0.4	0.52	1.28	0	0	0	0	0	0.9	0	1	0
3.73	3.73	0	0	0	4.96	2	4.3	2.4	0.45	0.33	1.38	0.45	0.33	1.38	0	0	0	0	0	0.9	0	2	0
5.77	5.77	0	0	0	5.03	1.8	2.8	2.4	0.4	0.52	1.28	0	0	0	0.4	0.52	1.28	0	0	1.4	1	1	1
5.12	5.12	0	0	0	4.98	2.2	2.1	2.1	0.36	0.56	1.28	0.36	0.56	1.28	0	0	0	0	0	0.9	1	0	0
5.2	5.2	0	0	0	4.67	2.2	2.4	1.8	0.36	0.58	1.42	0	0	0	0.36	0.58	1.42	0	0	0.8	1	1	0
5.39	5.39	0	0	0	4.87	4.3	1.8	3.2	0.2	0.64	1.08	0	0	0	0.2	0.64	1.08	0	0	1.4	2	0	1
4.55	4.55	0	0	0	5.08	2.8	4.3	1.8	0.24	0.36	1.28	0.24	0.36	1.28	0	0	0	0	0	1.3	2	2	0
4.56	4.56	0	0	0	4.65	3	2.4	2.4	0.44	0.52	1.08	0	0	0	0.44	0.52	1.08	0	0	1.2	1	0	1
5.26	5.26	0	0	0	5.12	2.2	2	2.4	0.36	0.43	1.22	0	0	0	0.36	0.43	1.22	0	0	1.05	1	1	0
4.25	4.25	0	0	0	5.28	3.5	2.4	1.8	0.28	0.62	1.48	0.28	0.62	1.48	0	0	0	0	0	0.9	2	1	0
5.52	5.52	0	0	0	4.69	2.2	3.5	2	0.4	0.36	1.28	0.4	0.36	1.28	0	0	0	0	0	0.9	1	2	1
4.7	4.7	0	0	0	4.58	3.5	2.8	2.8	0.32	0.62	0.98	0.32	0.62	0.98	0	0	0	0	0	1.05	2	1	1
5.58	5.58	0	0	0	5.5	2.6	3.2	2.4	0.36	0.62	1.18	0.36	0.62	1.18	0	0	0	0	0	1.2	1	1	1
6.01	6.01	0	0	0	5.24	1.8	2.1	2.8	0.3	0.62	1.15	0.3	0.62	1.15	0	0	0	0	0	1.15	1	0	1
5.59	5.59	0	0	0	5.45	2.2	2.4	2	0.4	0.62	1.28	0	0	0	0.4	0.62	1.28	0	0	0.9	1	1	1
4.41	4.41	0	0	0	5	2.6	2.4	2	0.44	0.57	1.08	0.44	0.57	1.08	0	0	0	0	0	1.05	1	1	1
4.99	4.99	0	0	0	5.4	4.3	3.2	2.4	0.24	0.62	1.18	0.24	0.62	1.18	0	0	0	0	0	1.2	2	1	1
4.64	4.64	0	0	0	4.36	1.8	2.8	2.8	0.32	0.48	1.22	0	0	0	0.32	0.48	1.22	0	0	0.95	1	0	1
4.35	4.35	0	0	0	5.48	1.3	2.4	2.4	0.34	0.6	1.35	0.34	0.6	1.35	0	0	0	0	0	1.1	0	1	0
5.54	5.54	0	0	0	4.88	1.8	2.8	2.8	0.4	0.6	1.28	0.4	0.6	1.28	0	0	0	0	0	1	1	0	0
4.8	4.8	0	0	0	4.65	2.6	5	2.4	0.36	0.36	1.18	0.36	0.36	1.18	0	0	0	0	0	1.2	1	2	1
4.94	4.94	0	0	0	4.83	1.8	2.4	2.8	0.32	0.62	1.18	0.32	0.62	1.18	0	0	0	0	0	1.2	1	1	1
3.54	3.54	0	0	0	4.42	3	2	1.8	0.32	0.48	1.32	0	0	0	0.32	0.48	1.32	0	0	0.9	1	1	0
4.67	4.67	0	0	0	4.57	3.5	2.4	2.4	0.22	0.48	1.02	0.22	0.48	1.02	0	0	0	0	0	0.8	2	1	1
5	5	0	0	0	5.78	3	2	2	0.36	0.52	1.18	0	0	0	0.36	0.52	1.18	0	0	1.05	1	1	1
4.84	4.84	0	0	0	5.71	2.2	2	3.2	0.36	0.57	1.28	0	0	0	0.36	0.57	1.28	0	0	1.2	1	1	1
3.96	3.96	0	0	0	4.74	2.5	2	2.4	0.41	0.58	0.92	0.41	0.58	0.92	0	0	0	0	0	0.95	0	1	1
4.89	4.89	0	0	0	4.59	1.8	2.8	2	0.36	0.62	1.08	0	0	0	0.36	0.62	1.08	0	0	1.4	1	1	1
5.03	5.03	0	0	0	5.53	2.8	1.8	2	0.2	0.52	0.98	0.2	0.52	0.98	0	0	0	0	0	0.9	2	0	1
4.41	4.41	0	0	0	4.62	2	2.4	2.8	0.45	0.6	1.18	0	0	0	0.45	0.6	1.18	0	0	0.9	0	0	1
5.54	5.54	0	0	0	5.68	3	2.4	2	0.32	0.6	1.28	0	0	0	0.32	0.6	1.28	0	0	1.2	1	0	1
4.5	4.5	0	0	0	4.38	2.6	1.8	2.4	0.44	0.56	1.48	0.44	0.56	1.48	0	0	0	0	0	1.3	1	0	0
3.87	3.87	0	0	0	4.9	2.5	4.3	2.1	0.5	0.26	1.28	0	0	0	0.5	0.26	1.28	0	0	1.15	0	2	0
5.41	5.41	0	0	0	4.43	2.2	2.4	2.1	0.36	0.52	1.28	0	0	0	0.36	0.52	1.28	0	0	0.9	1	1	0
4.9	4.9	0	0	0	5.96	1.8	2.1	2.8	0.44	0.56	1.18	0	0	0	0.44	0.56	1.18	0	0	1.15	1	0	0
4.57	4.57	0	0	0	4.34	1.8	2.1	2.4	0.32	0.64	1.38	0.32	0.64	1.38	0	0	0	0	0	1.15	1	0	0
5.15	5.15	0	0	0	5.72	2.2	2.4	3.2	0.32	0.56	1.18	0	0	0	0.32	0.56	1.18	0	0	1.05	1	0	1
5.05	5.05	0	0	0	5.45	1.6	4.3	2.8	0.46	0.34	0.92	0	0	0	0.46	0.34	0.92	0	0	0.95	0	2	1
5.27	5.27	0	0	0	5.53	2.8	2	2.4	0.31	0.55	1.15	0	0	0	0.31	0.55	1.15	0	0	0.85	2	1	1
4.63	4.63	0	0	0	4.7	2.2	2.8	2.4	0.44	0.62	1.18	0.44	0.62	1.18	0	0	0	0	0	1	1	1	0
4.29	4.29	0	0	0	5.79	2.2	2.4	1.8	0.38	0.6	1.45	0	0	0	0.38	0.6	1.45	0	0	0.85	1	1	0
4.29	4.29	0	0	0	5.17	2.5	2.4	2.1	0.5	0.52	1.28	0	0	0	0.5	0.52	1.28	0	0	1.15	0	0	0
4.34	4.34	0	0	0	4.93	1.8	4.3	2	0.36	0.36	1.08	0.36	0.36	1.08	0	0	0	0	0	1.4	1	2	1
4.97	4.97	0	0	0	4.75	2.2	2.8	2.4	0.42	0.6	1.15	0	0	0	0.42	0.6	1.15	0	0	0.95	1	1	0
4.49	4.49	0	0	0	4.95	2.2	3.2	2	0.4	0.43	1.12	0	0	0	0.4	0.43	1.12	0	0	1.3	1	1	1
